Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-ul9c,checkpoint-yhhe,checkpoint-43k7,branch-r1a2,checkpoint-6g2b,Dep vs GAD object-18  ,Dep vs GAD object-18   Quantised,Dep vs SAD object-22  ,Dep vs SAD object-22   Quantised,OCD v dep object-26  ,OCD v dep object-26   Quantised,BDD v Dep object-30  ,BDD v Dep object-30   Quantised,Dep vs ED object-34  ,Dep vs ED object-34   Quantised,SAD v GAD object-38  ,SAD v GAD object-38   Quantised,GAD vs OCD object-42  ,GAD vs OCD object-42   Quantised,GAD v BDD object-46  ,GAD v BDD object-46   Quantised,ED v GAD object-50  ,ED v GAD object-50   Quantised,OCD v SAD object-54  ,OCD v SAD object-54   Quantised,SAD vs BDD object-58  ,SAD vs BDD object-58   Quantised,SAD vs ED object-62  ,SAD vs ED object-62   Quantised,OCD vs BDD object-67  ,OCD vs BDD object-67   Quantised,ED v OCD object-71  ,ED v OCD object-71   Quantised,BDD vs ED object-75  ,BDD vs ED object-75   Quantised,Diagnosis  object-79 Response,Diagnosis  object-79 Quantised,Self-report measures object-80 Value,Clinician measures object-81 Value,Further info object-82 Value,Treatment object-86 Response,Treatment object-86 Quantised,Other treatment object-91 Value,Dermatologist object-90 Value,Further info dermatologist object-100 Value,Work with object-92 Response,Work with object-92 Quantised,Sessions object-93 Response,Sessions object-93 Quantised,Guidelines object-94 Value,Protocols object-95 Value
1,1748947283461,03/06/2025 10:41:23,1748950883461,1,03/06/2025 12:41:23,212748,2,questionnaire-mujl,,46786337,z7jr3rme,13560812,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1272x602,Completed prevalence - clicked onto thanks and debrief,,0,BDD male vignette and questions (Second),18,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Depression,1,Depression,1,Depression,2,Body dysmorphic disorder,1,Depression,1,Social anxiety disorder/social phobia,1,Generalised anxiety disorder,1,Body dysmorphic disorder,2,Generalised anxiety disorder,2,Social anxiety disorder/social phobia,2,Body dysmorphic disorder,2,Social anxiety disorder/social phobia,1,Body dysmorphic disorder,2,Obsessive-compulsive disorder,2,Body dysmorphic disorder,1,Obsessive-compulsive disorder,4,"RCADS, BDDQ, and possibly BDI
Possibly BDDQ-DV",BDD-YBOCS or possibly BDDE,"How do they deal with their skin - safety behaviours, avoidance behaviours, any medications/creams etc.  Use of social media.  Check out impact on eating and mood
Onset and history.
Assess their level of insight of their difficulties
",Cognitive behavioural therapy (CBT) ,2,,71,I think it is important to consider as part of differential diagnosis - there could be some underlying reason for condition that could be improved for the pyschological aspect to then be addressed. Difficulty without further information to say definitely yes or no but should nonetheless be considered.,Primarily the young person,1,13 to 20,4,NICE guidance - CBT and possibly medication if indicated.,David Veale's CBT for BDD
1,1748948815191,03/06/2025 11:06:55,1748952415191,1,03/06/2025 13:06:55,212748,2,questionnaire-mujl,,46787839,6cb72in1,13561121,,live,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1272x602,Completed prevalence - clicked onto thanks and debrief,,0,BDD male vignette and questions (Second),18,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Depression,1,Depression,1,Depression,2,Depression,2,Depression,1,Generalised anxiety disorder,2,Generalised anxiety disorder,1,Generalised anxiety disorder,1,Generalised anxiety disorder,2,Social anxiety disorder/social phobia,2,Body dysmorphic disorder,2,Social anxiety disorder/social phobia,1,Body dysmorphic disorder,2,Obsessive-compulsive disorder,2,Body dysmorphic disorder,1,Depression,1,"Mood diary
Self-report measures linked to depression and anxiety ",R-CADS,"Family history 
Perspectives from family, education and other relevant people
Physical Health history
Any social care involvement ",Cognitive behavioural therapy (CBT) with Exposure and Response Prevention (ERP) ,3,,30,"It is not clear from the vignette that Elijah has anything that is physically wrong with his skin, and may more readily be seen as a symptom of a wider underlying mental health difficulty. However, the health of his skin may benefit from a consultation with a dermatologist. ",Both (young person and parent/carer/guardian),3,9 to 12,3,NICE Guidelines linked to managing mood. ,CBT based manual. 
1,1748976587837,03/06/2025 18:49:47,1748980187837,1,03/06/2025 20:49:47,212748,2,questionnaire-mujl,,46810875,ywhrbqcy,13567972,,complete,,,mobile,Apple iPhone,iOS 18.5,Mobile Safari 18.5,393x852,393x659,Completed prevalence - clicked onto thanks and debrief,,0,BDD male vignette and questions (Second),18,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Depression,1,Social anxiety disorder/social phobia,2,Obsessive-compulsive disorder,1,Body dysmorphic disorder,1,Depression,1,Social anxiety disorder/social phobia,1,Obsessive-compulsive disorder,2,Body dysmorphic disorder,2,Generalised anxiety disorder,2,Obsessive-compulsive disorder,1,Body dysmorphic disorder,2,Social anxiety disorder/social phobia,1,Body dysmorphic disorder,2,Obsessive-compulsive disorder,2,Body dysmorphic disorder,1,Body dysmorphic disorder,5,Combination of questionnaire and face to face interview/assessment ,"RCADS
PHQ-9
GAD-7","When the low mood/worthlessness started, was this before or after anxieties around appearance?

Has there been any bullying in regards to his appearance? Or any other triggers for these anxieties?


",Cognitive behavioural therapy (CBT) ,2,,10,This would be offering reassurance to Elijah which may be beneficial in the short-term but in the long-term would mean he would continue to need this reassurance which would reinforce the cycle of anxiety ,Both (young person and parent/carer/guardian),3,9 to 12,3,NICE guidelines for body dysmorphia/OCD,none
1,1749029018321,04/06/2025 09:23:38,1749032618321,1,04/06/2025 11:23:38,212748,2,questionnaire-mujl,,46829754,rlvjqf5g,13571595,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1232x602,Completed prevalence - clicked onto thanks and debrief,,0,BDD male vignette and questions (Second),18,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Depression,1,Social anxiety disorder/social phobia,2,Obsessive-compulsive disorder,1,Body dysmorphic disorder,1,Depression,1,Social anxiety disorder/social phobia,1,Obsessive-compulsive disorder,2,Body dysmorphic disorder,2,Generalised anxiety disorder,2,Social anxiety disorder/social phobia,2,Body dysmorphic disorder,2,Social anxiety disorder/social phobia,1,Body dysmorphic disorder,2,Obsessive-compulsive disorder,2,Body dysmorphic disorder,1,Body dysmorphic disorder,5,"RCADS 
CORS",None,"If this young person has any skin conditions that triggers this worry, what does he think is a problem with his skin, what is he worried will happen if there is a problem with his skin

How frequently is he seeking reassurance, what happens if he does not get this reassurance

Any trauma/life events, family set up,",Cognitive behavioural therapy (CBT) ,2,,30,"There may be a problem with his skin that is not visible 

Offers reassurance to the family and can help understand whether this is a mental health difficulty or a physical difficulty ",Primarily the young person,1,9 to 12,3,This wouldn't be within my remit so I am not sure,None
1,1749038316064,04/06/2025 11:58:36,1749041916064,1,04/06/2025 13:58:36,212748,2,questionnaire-mujl,,46836268,1xyyqcdc,13572972,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x800,1272x674,Completed prevalence - clicked onto thanks and debrief,,0,BDD male vignette and questions (Second),18,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Depression,1,Depression,1,Depression,2,Body dysmorphic disorder,1,Depression,1,Generalised anxiety disorder,2,Generalised anxiety disorder,1,Body dysmorphic disorder,2,Generalised anxiety disorder,2,Social anxiety disorder/social phobia,2,Body dysmorphic disorder,2,Social anxiety disorder/social phobia,1,Body dysmorphic disorder,2,Obsessive-compulsive disorder,2,Body dysmorphic disorder,1,Body dysmorphic disorder,5,"Moods and feelings questionnaire. 
SCARED questionnaire. 
SDQ",BDDQ,"Timeline of issues. 
Precipitating, predisposing, perpetuating, maintaining factors. Strengths. 
Full CAMHS initial assessment (as per previous vignette)",Cognitive behavioural therapy (CBT) ,2,,2,"Would not want to reinforce that there might be a physical issue, if there isn't one. He has seen his GP who was not concerned about a skin issue. ",Both (young person and parent/carer/guardian),3,4 to 8,2,none,none
1,1748962335602,03/06/2025 14:52:15,1748965935602,1,03/06/2025 16:52:15,212748,2,questionnaire-mujl,,46801489,tfg33lm0,13564833,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x768,1272x650,Completed prevalence - clicked onto thanks and debrief,,0,BDD male vignette and questions (Second),18,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Depression,1,Social anxiety disorder/social phobia,2,Depression,2,Depression,2,Depression,1,Social anxiety disorder/social phobia,1,Obsessive-compulsive disorder,2,Body dysmorphic disorder,2,Generalised anxiety disorder,2,Social anxiety disorder/social phobia,2,Social anxiety disorder/social phobia,1,Social anxiety disorder/social phobia,1,Body dysmorphic disorder,2,Obsessive-compulsive disorder,2,Body dysmorphic disorder,1,Social anxiety disorder/social phobia,3,"Child RCADS
Parent RCADS",None,"What the condition of YP skin actually is
Does he attept to overly wash skin?
Has he googled issues
Any other worries?",Cognitive behavioural therapy (CBT) ,2,,60,"Without know the actual condition of this YP skin, I think a dermatologist would only be useful if his skin was irritated, however, if his skin was mildly spotty or no issues then the worry comes from a deeper place than just being reassured by a specialist",Both (young person and parent/carer/guardian),3,4 to 8,2,none,none
1,1748938753442,03/06/2025 08:19:13,1748942353442,1,03/06/2025 10:19:13,212748,2,questionnaire-mujl,,46779015,kbcguw8l,13559317,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1272x594,Completed prevalence - clicked onto thanks and debrief,,0,BDD male vignette and questions (Second),18,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Generalised anxiety disorder,2,Depression,1,Obsessive-compulsive disorder,1,Body dysmorphic disorder,1,Depression,1,Social anxiety disorder/social phobia,1,Generalised anxiety disorder,1,Body dysmorphic disorder,2,Generalised anxiety disorder,2,Social anxiety disorder/social phobia,2,Body dysmorphic disorder,2,Social anxiety disorder/social phobia,1,Body dysmorphic disorder,2,Obsessive-compulsive disorder,2,Body dysmorphic disorder,1,Body dysmorphic disorder,5,"BDDQ
RCADS",BDD YBOCS,"Further exploration of anxiety/mood difficulties
Family functioning
School functioning",Cognitive behavioural therapy (CBT) with Exposure and Response Prevention (ERP) ,3,,10,It sounds unlikely that there is a medical condition (but would need more info to rule out completely),Both (young person and parent/carer/guardian),3,13 to 20,4,NICE,Maudsley
1,1748904106120,02/06/2025 22:41:46,1748907706120,1,03/06/2025 00:41:46,212748,2,questionnaire-mujl,,46771313,51vu0gp9,13557940,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1272x602,Completed prevalence - clicked onto thanks and debrief,,0,BDD male vignette and questions (Second),18,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Generalised anxiety disorder,2,Depression,1,Obsessive-compulsive disorder,1,Depression,2,Depression,1,Social anxiety disorder/social phobia,1,Generalised anxiety disorder,1,Body dysmorphic disorder,2,Generalised anxiety disorder,2,Social anxiety disorder/social phobia,2,Social anxiety disorder/social phobia,1,Social anxiety disorder/social phobia,1,Body dysmorphic disorder,2,Obsessive-compulsive disorder,2,Body dysmorphic disorder,1,Body dysmorphic disorder,5,"RCADS, BDD YBOCS-A",None,"History of onset, family context, adverse childhood experiences, neurodiversities and mental health family history, school and social functioning

",Cognitive behavioural therapy (CBT) ,2,,30,"I would find it hard to know and everyone is different, BDD is not my area of expertise. Generally with unfounded worries like this, escalating requests for reassurance don't tend to help and may even make things worse. The young person is already reassured by others that he looks normal and it doesn't help, why would a dermatologist be different?

On the other hand, reasonably often I do work with young people - particularly neurodiverse young people - who seem to really benefit from 'professional' advice, or are able to use it to start challenging their deeply held beliefs, and for whom this advice does not generalise. Or who find it helpful to test their theories by asking people. So I could believe either if you told me, but I would tend to assume it wouldn't be helpful unless he has an actual skin condition - in fact a dermatologist cannot practically help him.",Both (young person and parent/carer/guardian),3,13 to 20,4,No but I would look at Nice guidelines as a start,None
1,1748887698833,02/06/2025 18:08:18,1748891298833,1,02/06/2025 20:08:18,212748,2,questionnaire-mujl,,46763114,5a3g7oqx,13556250,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1920x1080,1912x920,Completed prevalence - clicked onto thanks and debrief,,0,BDD male vignette and questions (Second),18,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Generalised anxiety disorder,2,Depression,1,Depression,2,Body dysmorphic disorder,1,Depression,1,Generalised anxiety disorder,2,Generalised anxiety disorder,1,Body dysmorphic disorder,2,Generalised anxiety disorder,2,Social anxiety disorder/social phobia,2,Body dysmorphic disorder,2,Social anxiety disorder/social phobia,1,Body dysmorphic disorder,2,Obsessive-compulsive disorder,2,Body dysmorphic disorder,1,Body dysmorphic disorder,5,"GHQ
","RCADS
BDI","Family history
Significant events",Cognitive behavioural therapy (CBT) ,2,,1,The YP is experiencing cognitive distortions so offering an appointment with a dermatologist will reinforce cognitive distortions rather than challenge them.,Both (young person and parent/carer/guardian),3,9 to 12,3,NICE guidance OCD/Body dysmorphia,None
1,1748863031707,02/06/2025 11:17:11,1748866631707,1,02/06/2025 13:17:11,212748,2,questionnaire-mujl,,46743281,tav9xm6p,13552540,,live,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1272x602,Completed prevalence - clicked onto thanks and debrief,,0,BDD male vignette and questions (Second),18,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Generalised anxiety disorder,2,Depression,1,Obsessive-compulsive disorder,1,Body dysmorphic disorder,1,Depression,1,Generalised anxiety disorder,2,Obsessive-compulsive disorder,2,Body dysmorphic disorder,2,Generalised anxiety disorder,2,Obsessive-compulsive disorder,1,Body dysmorphic disorder,2,Social anxiety disorder/social phobia,1,Body dysmorphic disorder,2,Obsessive-compulsive disorder,2,Body dysmorphic disorder,1,Body dysmorphic disorder,5,Nice guidence ,none,"information from client, home and school",Counselling,9,,5,0,Both (young person and parent/carer/guardian),3,13 to 20,4,none,none
1,1748517317405,29/05/2025 11:15:17,1748520917405,1,29/05/2025 13:15:17,212748,2,questionnaire-mujl,,46636347,83n6ep4w,13530266,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,BDD male vignette and questions (Second),18,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Depression,1,Depression,1,Depression,2,Body dysmorphic disorder,1,Depression,1,Generalised anxiety disorder,2,Generalised anxiety disorder,1,Body dysmorphic disorder,2,Generalised anxiety disorder,2,Obsessive-compulsive disorder,1,Body dysmorphic disorder,2,Social anxiety disorder/social phobia,1,Body dysmorphic disorder,2,Obsessive-compulsive disorder,2,Body dysmorphic disorder,1,Body dysmorphic disorder,5,"Appearance Anxiety Inventory
RCADS",Could consider BDD YBOCS,"Assess symptoms of BDD- worries about condition of his skin- how preoccupied with this, how much time spent checking it or other behaviours such as camouflaging it, avoidance, how distressing thoughts about it are, interference
Assess symptoms of possible depression and risk assessment
Possible symptoms of GAD- feeling on edge, find out about worries and physical symptoms of anxiety",Cognitive behavioural therapy (CBT) with Exposure and Response Prevention (ERP) ,3,,30,"As it mentions that others tell him his skin looks normal, it may be more to do with how  they perceive their skin to be rather than requiring treatment for their skin",Primarily the young person,1,13 to 20,4,NICE guidance- All children and young people with BDD should be offered CBT (including ERP) that involves the family or carers and is adapted to suit the developmental age of the child or young person as first‑line treatment.,Maudsley treatment manual for BDD - currently in draft version
1,1748422862309,28/05/2025 09:01:02,1748426462309,1,28/05/2025 11:01:02,212748,2,questionnaire-mujl,,46587936,zr7bagj9,13519729,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,3440x1440,2283x1272,Completed prevalence - clicked onto thanks and debrief,,0,BDD male vignette and questions (Second),18,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Depression,1,Depression,1,Depression,2,Body dysmorphic disorder,1,Depression,1,Social anxiety disorder/social phobia,1,Obsessive-compulsive disorder,2,Body dysmorphic disorder,2,Eating disorder,1,Social anxiety disorder/social phobia,2,Body dysmorphic disorder,2,Eating disorder,2,Body dysmorphic disorder,2,Obsessive-compulsive disorder,2,Body dysmorphic disorder,1,Body dysmorphic disorder,5,RCADS,None,"Corroborative information from family and school particularly. Also much more detail from Elijah about his thoughts, worries, emotions and perceptions.",Third wave cognitive behavioural therapy (e.g. ACT; CFT; DBT; MBCT; Schema therapy),4,,33,"With so little information, it's impossible to be sure there's not some subtle issue affecting skin tissues. It comes across as highly unlikely from the vignette though, so assuming there were no indicators beyond self-focused worry identified in a face-to-face meeting, I would think the likely benefits would become closer to zero.",Primarily the young person,1,9 to 12,3,Depends on what emerges as the more likely formulation once more clearly established. Depression and body-dysmorphia are competing hypotheses here. OCD is an outside possibility.,"EMDR is the treatment I provide personally, but I'm not thinking that would be my first choice for this patient."
1,1748333286505,27/05/2025 08:08:06,1748336886505,1,27/05/2025 10:08:06,212748,2,questionnaire-mujl,,46537366,4kwyvpof,13510271,,live,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1280x720,1272x602,Completed prevalence - clicked onto thanks and debrief,,0,BDD male vignette and questions (Second),18,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Generalised anxiety disorder,2,Depression,1,Depression,2,Body dysmorphic disorder,1,Depression,1,Generalised anxiety disorder,2,Generalised anxiety disorder,1,Body dysmorphic disorder,2,Generalised anxiety disorder,2,Social anxiety disorder/social phobia,2,Body dysmorphic disorder,2,Social anxiety disorder/social phobia,1,Body dysmorphic disorder,2,Obsessive-compulsive disorder,2,Body dysmorphic disorder,1,Generalised anxiety disorder,2,"RCADS child
one for body dysmorphia but not sure which",Not sure,"family history information
information from school",Cognitive behavioural therapy (CBT) ,2,,22,"Nothing visibly wrong wiht skin, could feed into reassurance seeking
",Both (young person and parent/carer/guardian),3,9 to 12,3,NICE guidelines for anxiety in young people,none
END OF FILE
